iter	F1	Logloss
885	0.9506604507	0.216680913
886	0.9506604507	0.2163672705
887	0.9507283911	0.2162317232
888	0.9507899508	0.2160827891
889	0.9507899508	0.2158810382
890	0.9508515185	0.2158316205
891	0.950981027	0.2156997762
892	0.950968327	0.2155801882
893	0.9510362694	0.2154035877
894	0.951240044	0.2151778767
895	0.951240044	0.2150294775
896	0.951172128	0.215000714
897	0.9512337284	0.2149292257
898	0.9514248705	0.2147619211
899	0.9513632537	0.2146918229
900	0.951548128	0.2146064935
901	0.9516160373	0.2145153212
902	0.9516839378	0.2144136279
903	0.9516839378	0.2143163007
904	0.9516839378	0.2141729491
905	0.951955452	0.2139053731
906	0.951955452	0.2138593183
907	0.9522144522	0.2137374368
908	0.9521528003	0.213695407
909	0.9523377801	0.2133632641
910	0.9523377801	0.2133290633
911	0.9523439523	0.2132284701
912	0.9523439523	0.2131570398
913	0.9523439523	0.2130701079
914	0.952282292	0.2129850095
915	0.952282292	0.2129309906
916	0.9523439523	0.2127336495
917	0.9522761122	0.2126068724
918	0.9522761122	0.2125390506
919	0.9523439523	0.2124898342
920	0.9523439523	0.2123918765
921	0.9523439523	0.2123155256
922	0.9522699307	0.2121384842
923	0.9520725389	0.2118849345
924	0.9522699307	0.2117994612
925	0.9523316062	0.2117075384
926	0.9522699307	0.2116351142
927	0.9522699307	0.2115875131
928	0.9524611399	0.2115616145
929	0.9521342056	0.2113140318
930	0.9522020725	0.2112605268
931	0.9522020725	0.2111872859
932	0.9522699307	0.2111261549
933	0.9522699307	0.2110665628
934	0.9522699307	0.2109547136
935	0.9522020725	0.2108507676
936	0.9522699307	0.2106847852
937	0.9522699307	0.2105093256
938	0.9522699307	0.2103737484
939	0.9523932897	0.2102472775
940	0.9524611399	0.2102325507
941	0.9527819159	0.2100123853
942	0.9527202073	0.2099545466
943	0.9527819159	0.2098626306
944	0.9527079554	0.2096923487
945	0.9527079554	0.2096486796
946	0.9527079554	0.2095847248
947	0.9527819159	0.2092834553
948	0.9527140821	0.2092329899
949	0.952911458	0.209102872
950	0.9528436326	0.2086756998
951	0.9527819159	0.208488431
952	0.9529175572	0.2084131951
953	0.9529792746	0.2083689971
954	0.9530531632	0.2082705911
955	0.953238342	0.2081688061
956	0.953232284	0.2080556337
957	0.953232284	0.2079181827
958	0.953232284	0.2077623689
959	0.9535591683	0.2075392121
960	0.9535591683	0.2074599378
961	0.9534913849	0.2074286615
962	0.9535531515	0.2073223079
963	0.9535531515	0.2071575913
964	0.9536767088	0.2070093834
965	0.9536149261	0.2069055777
966	0.9537384994	0.2068203059
967	0.9535350917	0.2066945879
968	0.9536647009	0.2065137784
969	0.9536707056	0.206217984
970	0.9537325039	0.2061341065
971	0.9537325039	0.2061261843
972	0.9537943102	0.2059661984
973	0.9537943102	0.2059116302
974	0.9538561244	0.2059023506
975	0.9539239194	0.2058612975
976	0.9539857421	0.2057940769
977	0.9541094115	0.2057265411
978	0.9541094115	0.2056117982
979	0.9541094115	0.2055045282
980	0.9541094115	0.2053954195
981	0.9545042126	0.2052254957
982	0.9546957029	0.2051281406
983	0.9546279492	0.2049938485
984	0.9546957029	0.2047442629
985	0.9547634478	0.2047043549
986	0.9548253289	0.2046166328
987	0.954887218	0.2045835988
988	0.954887218	0.2044364382
989	0.9548194724	0.2043027152
990	0.9548194724	0.2041865999
991	0.9548813691	0.2040927682
992	0.9551406716	0.2039968322
993	0.9552084009	0.20390527
994	0.9552084009	0.2037449603
995	0.9554503599	0.2036043563
996	0.9554503599	0.2035240108
997	0.9554445814	0.2034729056
998	0.9555742915	0.2033891333
999	0.9556305138	0.2032961602
