iter	F1	Logloss
109	0.8537967029	0.4488820933
110	0.8550162224	0.4459120543
111	0.8549414162	0.4455350331
112	0.8550512445	0.4451398241
113	0.854978355	0.4447555731
114	0.8551416746	0.4444383071
115	0.8552690226	0.4437507686
116	0.8555598013	0.4433369085
117	0.8555958978	0.4422737494
118	0.8568154326	0.4408619209
119	0.8567791216	0.4404947839
120	0.8567428244	0.4401350574
121	0.8569609778	0.4397160475
122	0.8572883514	0.4391367216
123	0.8581063884	0.437724483
124	0.8579248886	0.4373716483
125	0.8581433847	0.4368539693
126	0.8587433955	0.4361440284
127	0.8599605523	0.4345942063
128	0.8596156294	0.4342129176
129	0.8594704684	0.433963488
130	0.8600152711	0.4334871968
131	0.8614465489	0.4318600187
132	0.8615365063	0.4314478212
133	0.8614289347	0.4311470256
134	0.8613565571	0.4307877739
135	0.8616831935	0.430413974
136	0.8614836946	0.4299602713
137	0.8618299739	0.4288283136
138	0.8622465196	0.4282592975
139	0.8620645817	0.4281392429
140	0.8623188406	0.4273416544
141	0.8624284806	0.4269650501
142	0.8630093446	0.4263501582
143	0.8628647721	0.4260344838
144	0.8628822071	0.4257663467
145	0.8629196338	0.4256165653
146	0.8636884307	0.424596481
147	0.8634714531	0.4236806169
148	0.863616114	0.4234116922
149	0.8638157057	0.4231034576
150	0.8642525298	0.4226214875
151	0.8648683039	0.421057203
152	0.865284315	0.4206828068
153	0.8660776711	0.419299245
154	0.8664039659	0.4186236931
155	0.8663319138	0.4183337883
156	0.8664760089	0.418012448
157	0.8665310792	0.4174756789
158	0.8665310792	0.417067555
159	0.8666412408	0.4168184471
160	0.8668234696	0.416108088
161	0.866899841	0.4159561492
162	0.8670057216	0.4155311605
163	0.866878576	0.4153529255
164	0.86723864	0.4149059395
165	0.8678861789	0.413152302
166	0.868648374	0.4120702429
167	0.870089484	0.4109376327
168	0.8701447068	0.410915844
169	0.8703597944	0.4105642069
170	0.8707629808	0.4100714441
171	0.8712645137	0.4091050292
172	0.8714140645	0.4085234586
173	0.8717005076	0.4081263844
174	0.8715573042	0.407829626
175	0.8715963186	0.4075610642
176	0.8722148162	0.4070080474
177	0.8724133553	0.4067169291
178	0.872794211	0.4060727438
179	0.8730088215	0.4058813911
180	0.8730642295	0.4057380367
181	0.8730319959	0.4055663463
182	0.8728334709	0.4050719967
183	0.8738887478	0.403511789
184	0.874341228	0.4029259706
185	0.874031746	0.4027845032
186	0.8739762555	0.4026148125
187	0.8744522766	0.4014565406
188	0.8744918699	0.4010516971
189	0.8752699098	0.4005920681
190	0.875833598	0.3988772565
191	0.8759049917	0.398281564
192	0.8761033848	0.3979997444
193	0.8762303931	0.3978566007
194	0.8761674821	0.3975844638
195	0.8761832158	0.3973245775
196	0.8760246553	0.3972523913
197	0.8767071079	0.3966042026
198	0.8765800673	0.3964937584
199	0.8765800673	0.3962599602
200	0.8766670901	0.3960077838
201	0.8763659466	0.3958711707
202	0.8767628002	0.3955773556
203	0.8765800673	0.3954360661
204	0.8768341485	0.3952905819
205	0.8766444233	0.3950530617
206	0.8777883699	0.3936180627
207	0.8779309907	0.3931182319
208	0.8779154751	0.3927782764
209	0.8780425802	0.3926122052
210	0.8786993522	0.3916266058
211	0.8786993522	0.3913430681
212	0.8798983804	0.3887554988
213	0.880167651	0.3877684566
214	0.8801372038	0.3874045765
215	0.8809402795	0.386262969
216	0.8812396799	0.3853653127
217	0.8813107259	0.3851736801
218	0.8814076097	0.3850206671
219	0.8819007687	0.3845178687
220	0.8820278254	0.3838074319
221	0.881814716	0.3836157005
222	0.8820239003	0.3834043962
223	0.8825735902	0.3827300124
224	0.8827007438	0.3825073918
225	0.8827717737	0.3823729705
226	0.8827980922	0.3821499261
227	0.8831796502	0.3816291493
228	0.8831234898	0.3815094213
229	0.8830375882	0.3814445638
230	0.8827682717	0.3811665398
231	0.8833895286	0.3794779704
232	0.8840404554	0.378604364
233	0.884664293	0.3778911072
234	0.884762147	0.377780657
235	0.884762147	0.3776295239
236	0.8851020538	0.3772838777
237	0.8852855144	0.3770419271
238	0.8851583365	0.3769353442
239	0.8855961844	0.3763893779
240	0.8858940945	0.3756700783
241	0.8859649123	0.3753828095
242	0.8858940945	0.3752713016
243	0.8857942261	0.3751051788
244	0.8857088342	0.3749167761
245	0.8857651698	0.3747223231
246	0.8859632386	0.3745708584
247	0.8860759494	0.3743814413
248	0.8858069852	0.3742955736
249	0.8860614543	0.3740325836
250	0.8861323155	0.3739073353
251	0.8860759494	0.3738921345
252	0.8861742063	0.3733004502
253	0.886230593	0.3731239295
254	0.88615972	0.3729951255
255	0.8859760753	0.3728313684
256	0.8863159234	0.3724732992
257	0.886372312	0.3720086328
258	0.8866412214	0.3718905585
259	0.8866412214	0.3718104786
260	0.8868392596	0.3711308848
261	0.8869100623	0.3710224723
262	0.8869100623	0.3707349088
263	0.8870372726	0.3703006338
264	0.887701895	0.3695479103
265	0.8877583466	0.369252779
266	0.887588269	0.3690978112
267	0.8879277446	0.3688230555
268	0.8879277446	0.3684148485
269	0.8878148054	0.3683411551
270	0.8886486486	0.3671957263
271	0.8886768448	0.3664782963
272	0.888917165	0.3662817842
273	0.8887616138	0.3661804198
274	0.8888323258	0.3661673939
275	0.8887050589	0.3659561096
276	0.8891714885	0.365500774
277	0.8891855808	0.3649452419
278	0.8897082194	0.3645838539
279	0.8900896319	0.3641408189
280	0.8903299638	0.3635515261
281	0.8902454534	0.3633974815
282	0.8909379968	0.3628726942
283	0.8907969217	0.3627840275
284	0.8906418983	0.3626213359
285	0.8908963675	0.3621884267
286	0.8917715885	0.3606883942
287	0.8917011129	0.360556167
288	0.8918420551	0.360474403
289	0.8919692249	0.3603768263
290	0.8921101151	0.3597897878
291	0.8922372687	0.3596877349
292	0.8923076923	0.3591075453
293	0.8924485126	0.3588464334
294	0.8924779042	0.3584899703
295	0.8925619835	0.3583102097
296	0.8924915761	0.3582440844
297	0.8924211597	0.3581093681
298	0.8926050741	0.3579618151
299	0.8926754832	0.3576097918
300	0.892718601	0.3574469245
301	0.8927049545	0.3572851675
302	0.8927890118	0.3572437626
303	0.8929025693	0.3570674894
304	0.8930161557	0.356810494
305	0.8934410586	0.3564232036
306	0.8935249968	0.3562115743
307	0.8939769764	0.3557777179
308	0.8939066277	0.3554562064
309	0.8937794174	0.3553829326
310	0.8942044659	0.3548914313
311	0.8940772314	0.3547299917
312	0.8943317005	0.3544576158
313	0.8943451434	0.3543637793
314	0.8943885991	0.3536817368
315	0.8943317005	0.3535964062
316	0.8942613564	0.3535866655
317	0.8944723618	0.3532111836
318	0.8944020356	0.3531215321
319	0.8950114533	0.3522698519
320	0.8951823331	0.3517058906
321	0.8951253659	0.3516979612
322	0.8955337829	0.3514457209
323	0.8960427535	0.3503278974
324	0.8963674534	0.3498849838
325	0.8964551645	0.3493720665
326	0.89651222	0.3492561487
327	0.89651222	0.349246882
328	0.8968238814	0.3491215062
329	0.8967097308	0.3490634387
330	0.8967097308	0.3489433614
331	0.8973901973	0.3480576723
332	0.8980397149	0.346794095
333	0.8979695755	0.3463740191
334	0.898013751	0.3458750215
335	0.8983827836	0.3457494124
336	0.8986890671	0.3455341072
337	0.8986761711	0.3450974975
338	0.8986761711	0.3444914092
339	0.8987204787	0.3443666063
340	0.8987905792	0.3440301729
341	0.8988921431	0.3438649948
342	0.899019483	0.3433679656
343	0.899019483	0.3433608884
344	0.8992425689	0.3431332411
345	0.899299809	0.3429085853
346	0.8994715732	0.3422825638
347	0.9003948542	0.3403760065
348	0.9007322509	0.3400211144
349	0.9009043434	0.3398212012
350	0.9008343418	0.3396860799
351	0.9005795809	0.33947903
352	0.9009938838	0.3383277714
353	0.901108704	0.3382075132
354	0.9013187233	0.3376610543
355	0.9014084507	0.3372198227
356	0.9016508382	0.337164533
357	0.9017458901	0.3367617319
358	0.9017458901	0.3364849179
359	0.9019882743	0.3361706597
360	0.9019882743	0.3360767586
361	0.9019182971	0.3360678075
362	0.9022431812	0.33569394
363	0.9026255417	0.3352522633
364	0.9028352979	0.3349569418
365	0.9028804486	0.3348857631
366	0.9027405991	0.3347999643
367	0.9031929131	0.3340458842
368	0.9032381438	0.3338124216
369	0.9035960214	0.3335081374
370	0.9038633176	0.3332935691
371	0.9040938656	0.3331092393
372	0.9038964352	0.3330268086
373	0.9039540816	0.332929699
374	0.9039086909	0.3327985521
375	0.9040816327	0.3327409352
376	0.9043489351	0.332546625
377	0.9044520985	0.3324246445
378	0.9049958527	0.3311675315
379	0.9051113522	0.3308181642
380	0.9052389765	0.3306839919
381	0.905169113	0.3305983897
382	0.9053666007	0.3302104964
383	0.9053666007	0.3301268193
384	0.905494225	0.329985296
385	0.9057952515	0.3296485812
386	0.9065611437	0.3273583309
387	0.9064794127	0.3271434839
388	0.9067926456	0.3262841602
389	0.9072678503	0.3258903166
390	0.9073837506	0.3258380164
391	0.9070821892	0.3255430297
392	0.9071519796	0.3251078064
393	0.9074074074	0.324838886
394	0.9075469289	0.3244968004
395	0.9075469289	0.3243824717
396	0.9076048784	0.3239004299
397	0.9077207995	0.323533963
398	0.9077905492	0.3222346183
399	0.9080922271	0.3218436587
400	0.9082199655	0.3216853767
401	0.9082082402	0.3215421059
402	0.9082662578	0.3211125268
403	0.9083359949	0.320775875
404	0.908405723	0.3201655028
405	0.9085451526	0.3195855804
406	0.9085334696	0.3193739274
407	0.9086612161	0.3193169332
408	0.9089399745	0.3187898726
409	0.908881936	0.3184701842
410	0.9090560736	0.3183578472
411	0.9093580326	0.3174331263
412	0.9097643528	0.317097274
413	0.9099846782	0.3167319543
414	0.910542111	0.3152841797
415	0.910542111	0.3150580714
416	0.910542111	0.3148833737
417	0.9109024717	0.3144502683
418	0.9109720271	0.314221872
419	0.9108442968	0.314069365
420	0.9108329075	0.3136795215
421	0.9110074746	0.3134459164
422	0.9112048039	0.3132044222
423	0.9113212369	0.3130933072
424	0.9113907877	0.3129393351
425	0.9114376997	0.3126769622
426	0.9116350393	0.3124882644
427	0.9116932907	0.3117685581
428	0.9119846596	0.3112952417
429	0.9120541992	0.3110374806
430	0.9121595704	0.3106805826
431	0.9126710139	0.3102396112
432	0.9126014961	0.3102334511
433	0.9126710139	0.3102189348
434	0.9125903191	0.3101242043
435	0.9125791392	0.3097521137
436	0.9126375032	0.3095873801
437	0.9127654131	0.3094610146
438	0.9126958746	0.3091762168
439	0.912915601	0.3080420465
440	0.9129739753	0.3079509936
441	0.9129739753	0.3073811165
442	0.913079629	0.3072767029
443	0.9131380325	0.3071725728
444	0.913744561	0.3061341101
445	0.9140955063	0.3059678026
446	0.9144795801	0.3050897933
447	0.9144795801	0.3050639656
448	0.9146076047	0.3048196181
449	0.9147356292	0.3043861709
450	0.9147832768	0.3039415235
451	0.9150502529	0.3035700852
452	0.9153540786	0.3031172382
453	0.9155407569	0.3027533586
454	0.9156209987	0.302508123
455	0.9157490397	0.3022297102
456	0.9157598259	0.3020884681
457	0.9157012098	0.3017950505
458	0.9159357193	0.3014533617
459	0.9163571154	0.3010230445
460	0.916298431	0.3008116043
461	0.9163571154	0.3006563504
462	0.9164158073	0.3005511567
463	0.9166720041	0.3003425648
464	0.91673072	0.3002653367
465	0.9167787815	0.3002244773
466	0.9169762972	0.2999124407
467	0.9169069127	0.2997445399
468	0.9169069127	0.2996583549
469	0.9169762972	0.2994714213
470	0.9171631751	0.2991658379
471	0.9173606662	0.2986997254
472	0.9175370026	0.298064397
473	0.9177827619	0.2977995124
474	0.9177932979	0.2973254291
475	0.9180285842	0.2972127281
476	0.9180285842	0.2971998727
477	0.9182260959	0.2969395865
478	0.9183333333	0.2967558216
479	0.9184510835	0.2965067038
480	0.9185099699	0.2961457145
481	0.9188357482	0.2953661216
482	0.9187768447	0.2949730086
483	0.918932786	0.2946188783
484	0.9191407502	0.2942362396
485	0.9193279466	0.2940893507
486	0.9194665299	0.2939410413
487	0.9196050776	0.2938087855
488	0.9198615207	0.2936372432
489	0.9198999551	0.2932418018
490	0.9198999551	0.2928164975
491	0.9198306824	0.2926196746
492	0.9198409645	0.2924513004
493	0.9197614008	0.2922283331
494	0.9199974338	0.2919859827
495	0.9203721527	0.2918027078
496	0.9204414218	0.2916798445
497	0.9206288098	0.2914816326
498	0.920677705	0.291284215
499	0.9206288098	0.2911332514
500	0.9206288098	0.2910812425
501	0.9206186229	0.2909245595
502	0.920677705	0.2908733307
503	0.9209141096	0.2906682215
504	0.9207857235	0.2906099708
505	0.9213194712	0.2889334128
506	0.9213786021	0.2888596053
507	0.9215459682	0.2883274499
508	0.9217435963	0.2881719476
509	0.9217927315	0.2878800194
510	0.9219211506	0.2877192354
511	0.9220395582	0.287421608
512	0.9219111225	0.2872851859
513	0.9219111225	0.2870765528
514	0.9220395582	0.2868248314
515	0.9221579961	0.2865878393
516	0.9226618705	0.2861574828
517	0.9229978807	0.2857877963
518	0.9229978807	0.2856537288
519	0.9231263246	0.2854675194
520	0.9233635254	0.2851588336
521	0.9234920023	0.2850812953
522	0.9236896197	0.2844876648
523	0.9238180884	0.284297471
524	0.9239961452	0.2841146345
525	0.9239270111	0.2836851263
526	0.9239172343	0.2835798324
527	0.9239270111	0.283405052
528	0.9241246386	0.2830603741
529	0.924431307	0.2820873548
530	0.924490714	0.2819604669
531	0.9243330119	0.2812979909
532	0.9247685185	0.2809081973
533	0.9248874598	0.2806398913
534	0.9248874598	0.2802777039
535	0.9252540847	0.2799810413
536	0.9251753201	0.2797383368
537	0.9252348475	0.279510993
538	0.9253635311	0.2793774793
539	0.9256208982	0.279183892
540	0.925640036	0.2788220785
541	0.9257686865	0.2786218356
542	0.9258782653	0.2783892962
543	0.9258878024	0.2782916109
544	0.9260069489	0.2779725006
545	0.9262832883	0.2776987369
546	0.9264904495	0.2774436452
547	0.9265594855	0.2771397282
548	0.9268073064	0.2768265041
549	0.9266096353	0.2767692906
550	0.9272247603	0.2762350152
551	0.9275008041	0.2758204042
552	0.9274914753	0.2757307165
553	0.9276798353	0.2754654246
554	0.9276798353	0.2754214415
555	0.9278178075	0.2752619746
556	0.9279279279	0.274920077
557	0.927987644	0.2746476365
558	0.9283048011	0.2741882174
559	0.9282450608	0.2741005199
560	0.9284840682	0.2736995913
561	0.9285254346	0.2733855756
562	0.9287830006	0.2728801136
563	0.9286542176	0.2725816768
564	0.9288336446	0.2722482663
565	0.928893469	0.2720508962
566	0.928893469	0.2718040004
567	0.9292018295	0.271027324
568	0.9293905425	0.2705764321
569	0.9293723418	0.2704747423
570	0.9293124557	0.2702521735
571	0.9296482412	0.2700472989
572	0.9297171938	0.269859885
573	0.9298550725	0.2696201468
574	0.9298460349	0.2694318692
575	0.9299658527	0.2690555637
576	0.9298550725	0.2688504238
577	0.9301037171	0.2686285146
578	0.9301546392	0.2682739211
579	0.9306790362	0.2676542905
580	0.9306011985	0.2674607422
581	0.9307900503	0.2673556903
582	0.9307900503	0.2672298419
583	0.9308500354	0.2668152259
584	0.9312790098	0.2666439686
585	0.931210109	0.2665635073
586	0.9313301954	0.2663660603
587	0.9316569955	0.2660442904
588	0.9317082608	0.2656898137
589	0.9318372348	0.2653872969
590	0.931906113	0.2650599918
591	0.9320263124	0.2648885013
592	0.9321465428	0.2646503924
593	0.9320864237	0.2643704231
594	0.9322154144	0.2641676491
595	0.9323531308	0.263867909
596	0.932671224	0.2635421008
597	0.9326110789	0.2633615854
598	0.9327400529	0.2631941546
599	0.9329291887	0.2629528379
600	0.9329291887	0.2628853792
601	0.9329893583	0.262807907
602	0.933058171	0.2626344252
603	0.9331957699	0.2623984257
604	0.9333935134	0.2620938726
605	0.933445118	0.2620464947
606	0.933445118	0.2619717512
607	0.9334365325	0.2618513849
608	0.9335053209	0.261679235
609	0.9337116327	0.2614438828
610	0.9338405984	0.2612168818
611	0.933909343	0.2607881224
612	0.9337030827	0.2605229205
613	0.933832065	0.2603527438
614	0.9339525284	0.2601947925
615	0.933832065	0.2600837889
616	0.9339610473	0.259963526
617	0.9339610473	0.2598521507
618	0.9340212835	0.2597804263
619	0.934219012	0.2596790381
620	0.9343564612	0.2593409159
621	0.9342792648	0.2591879585
622	0.934287741	0.2591088891
623	0.9343649259	0.2589315353
624	0.9344336277	0.258583754
625	0.9343649259	0.2584441886
626	0.9346662367	0.2580403592
627	0.9347433583	0.2579467686
628	0.9346830872	0.257736023
629	0.9346830872	0.2576606026
630	0.934622824	0.2574165346
631	0.9344938749	0.2573346062
632	0.9345541299	0.257297836
633	0.9345541299	0.2571343553
634	0.9345541299	0.2570067635
635	0.9348120446	0.256848874
636	0.934872324	0.2567557869
637	0.9349326111	0.2565922378
638	0.9348639236	0.2565131167
639	0.934941002	0.2563317252
640	0.9353881867	0.2560413573
641	0.9354485071	0.2559966977
642	0.9355608592	0.2556381515
643	0.935500516	0.2555332108
644	0.9355088353	0.2552983689
645	0.935379853	0.2550181095
646	0.9355088353	0.2546743457
647	0.9355088353	0.254593703
648	0.9358354292	0.2543027694
649	0.9359644032	0.2542019438
650	0.9361016184	0.2539214945
651	0.9361016184	0.2538322514
652	0.9361619809	0.253504732
653	0.9361098575	0.2531951783
654	0.9362470186	0.2528966619
655	0.93655706	0.2526264269
656	0.9364966798	0.252414088
657	0.93655706	0.2523890398
658	0.9366174479	0.2521767192
659	0.9368753627	0.2521197737
660	0.9370043201	0.2519867006
661	0.9370647408	0.2516888833
662	0.9369961953	0.2514156983
663	0.9372379539	0.2512563048
664	0.937117059	0.2510497941
665	0.9373669612	0.2509118348
666	0.9373750403	0.2507421153
667	0.9376169279	0.2505774229
668	0.9376249758	0.2503476307
669	0.9378064516	0.2501205672
670	0.9376693767	0.2500560039
671	0.9378509197	0.2499749757
672	0.9379799935	0.2497903595
673	0.9380485287	0.2497257156
674	0.9381010779	0.2496593868
675	0.9381616318	0.2494456709
676	0.9379799935	0.2493600566
677	0.9379719873	0.2493296583
678	0.9381616318	0.2490178861
679	0.9383672152	0.248868838
680	0.9383066598	0.2487957086
681	0.9384277785	0.2486909808
682	0.9384883496	0.2485227983
683	0.9382827631	0.2482635512
684	0.9386015882	0.2480254729
685	0.9387307121	0.2478382114
686	0.9388677296	0.247626287
687	0.9388677296	0.2475836431
688	0.9386701097	0.2474315677
689	0.9386701097	0.2473507332
690	0.9387227998	0.2469660987
691	0.9387148854	0.2467282872
692	0.9386015882	0.2462688287
693	0.9387913223	0.246052836
694	0.9387307121	0.2458822745
695	0.9387307121	0.2457842653
696	0.9385936592	0.2457093444
697	0.9387227998	0.2456803894
698	0.9387148854	0.2456277438
699	0.9388519403	0.2454757358
700	0.9391023571	0.2451972017
701	0.9392921726	0.244992693
702	0.9396111865	0.2446351257
703	0.9394820125	0.2443172123
704	0.9394820125	0.2443063329
705	0.9394820125	0.2442481444
706	0.9396111865	0.2440836576
707	0.9395505037	0.2437304788
708	0.9395505037	0.2435572078
709	0.9396796693	0.2433566519
710	0.9397481434	0.2431795304
711	0.9397481434	0.243122187
712	0.9398695343	0.2429118893
713	0.9398088349	0.2428020041
714	0.9403177884	0.2425332588
715	0.9403177884	0.2425092512
716	0.9403177884	0.2424442009
717	0.9402493379	0.2423458554
718	0.9404392765	0.2421713052
719	0.9404469707	0.2420087168
720	0.9406292396	0.2417604963
721	0.940560796	0.2415964606
722	0.9408268734	0.2415171862
723	0.9408268734	0.2414640228
724	0.9407584469	0.2413830801
725	0.9408876542	0.2411104043
726	0.9409560724	0.2408994623
727	0.9411308562	0.2408636186
728	0.9411384635	0.2408068287
729	0.9413285087	0.2405133429
730	0.9414653056	0.2403943667
731	0.9412600969	0.2403285237
732	0.9411840745	0.2401320324
733	0.9411840745	0.2399327875
734	0.9415794235	0.2396895282
735	0.9417845836	0.2394085288
736	0.9418454381	0.2392747704
737	0.9421113839	0.2391048522
738	0.9421797274	0.2389061525
739	0.942248062	0.2388605153
740	0.942248062	0.2386986515
741	0.9424307036	0.2384776911
742	0.942552504	0.2384082935
743	0.9426208323	0.2381140943
744	0.9426208323	0.2380560237
745	0.9428719142	0.2378485868
746	0.9431913656	0.2375804194
747	0.9431913656	0.2375295814
748	0.9431987076	0.2373000312
749	0.9431377617	0.2372401156
750	0.9432060477	0.2371053483
751	0.9430694669	0.2370555651
752	0.9430694669	0.2366398089
753	0.9429475997	0.2364456812
754	0.9431987076	0.236143842
755	0.943320623	0.2358903235
756	0.9433889104	0.2358208973
757	0.9433889104	0.2357782577
758	0.9435254588	0.2356009324
759	0.9435864297	0.235516713
760	0.9437693899	0.2353482061
761	0.9438303923	0.2352401807
762	0.9437011182	0.2351868273
763	0.9438303923	0.2350542783
764	0.9441427463	0.2347689868
765	0.9443941549	0.2345644115
766	0.9443941549	0.2344695264
767	0.9444552215	0.2343867186
768	0.9444624038	0.2341602237
769	0.9444013447	0.2339385377
770	0.9444624038	0.2337850195
771	0.9445234708	0.2336739638
772	0.9447067193	0.2334467795
773	0.9447749612	0.2332654185
774	0.9448431943	0.2332046151
775	0.9450478407	0.232934345
776	0.9450407345	0.2328548022
777	0.9453604914	0.2327233659
778	0.9454216244	0.2324772922
779	0.945468659	0.2323196497
780	0.945727408	0.2320288179
781	0.9456592056	0.2319355272
782	0.945727408	0.2318418365
783	0.9457956016	0.2317371887
784	0.945979168	0.2314631734
785	0.9460403727	0.2313656613
786	0.9458567825	0.2312582653
787	0.9459249677	0.2311319623
788	0.9461155314	0.2309329669
789	0.9461836999	0.230748355
790	0.9462449059	0.2306932024
791	0.9465036548	0.2303307309
792	0.9468098874	0.2301882446
793	0.9468098874	0.2301271451
794	0.9466873706	0.2300017596
795	0.946748625	0.2299001603
796	0.9470142977	0.2297644824
797	0.9469461698	0.2297191405
798	0.947007441	0.2296750294
799	0.9470142977	0.2294965333
800	0.9470142977	0.22940281
801	0.9470755694	0.2292606319
802	0.9470755694	0.2291817809
803	0.9470142977	0.2291013328
804	0.9470687201	0.2289953178
805	0.947007441	0.2288197891
806	0.947007441	0.2287530669
807	0.9471436889	0.2285891505
808	0.9471436889	0.2285259245
809	0.9472049689	0.2284595609
810	0.9472730802	0.2283540413
811	0.9470824169	0.2282011403
812	0.9471436889	0.2280574086
813	0.9472594318	0.227717294
814	0.9471981364	0.2275959847
815	0.9473275527	0.2275285596
816	0.9474569691	0.2273918051
817	0.9475250728	0.227308418
818	0.9475250728	0.2272429603
819	0.9475931677	0.2270603539
820	0.9476612538	0.226807915
821	0.9477225673	0.2267632368
822	0.9477225673	0.2266603914
823	0.947790645	0.2265837254
824	0.947790645	0.2262886813
825	0.9479813665	0.2262195842
826	0.9479132967	0.2260552798
827	0.9479813665	0.2259899987
828	0.9479200362	0.2255725295
829	0.947926774	0.2254523122
830	0.947926774	0.225278312
831	0.9479948254	0.2251901495
832	0.9479948254	0.2250982771
833	0.947926774	0.224822828
834	0.9479335101	0.224498535
835	0.9479948254	0.2242757694
836	0.9481241915	0.2242023684
837	0.9481989265	0.2240751136
838	0.9482602509	0.2239752415
839	0.9483148975	0.223846661
840	0.9483762453	0.2237242349
841	0.9485056282	0.2236183577
842	0.9486283644	0.2234351666
843	0.9486831036	0.2232742474
844	0.9485603365	0.2230943557
845	0.9486831036	0.2229276977
846	0.9486831036	0.2227022984
847	0.9488739322	0.2225979353
848	0.9491393814	0.2223008244
849	0.9491393814	0.2221233067
850	0.9492008024	0.2219425923
851	0.9492008024	0.2218312903
852	0.9493236684	0.2215742686
853	0.9493851133	0.221395184
854	0.9493236684	0.2213103336
855	0.9494465661	0.2211115689
856	0.9493851133	0.2210449218
857	0.9493851133	0.2207929525
858	0.9495145631	0.2206740731
859	0.9495145631	0.2205298197
860	0.9495145631	0.2204348942
861	0.9495760243	0.2202458803
862	0.9495825513	0.2201862763
863	0.9496440129	0.2200762308
864	0.9496440129	0.2198989074
865	0.9497054826	0.2198247028
866	0.9495145631	0.2197832303
867	0.9496374935	0.2196140844
868	0.9496989707	0.2195002309
869	0.9496989707	0.2193461552
870	0.9497734628	0.2191009409
871	0.9498349408	0.2188940385
872	0.949964399	0.2187048661
873	0.9500873956	0.2185744809
874	0.9501489059	0.2184151607
875	0.9502104241	0.2180949552
876	0.9503463456	0.2179217914
877	0.9503463456	0.2178299307
878	0.9504078726	0.2174951736
879	0.9505373559	0.2173673409
880	0.9504758205	0.2172568353
881	0.9505373559	0.2172201755
882	0.9505988993	0.2170789625
883	0.9505988993	0.2168964788
884	0.9505988993	0.2168335823
